1765325651.203525 server started (53780): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1765325651.203544 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Wed Oct 15 21:12:09 PDT 2025; root:xnu-11417.140.69.703.14~1/RELEASE_ARM64_T6031
1765325651.203554 using libevent 2.1.12-stable select
1765325651.203562 using utf8proc 2.11.2
1765325651.203568 using ncurses 6.5 20240427
1765325651.279630 peer 0x15c95daa0 message 112
1765325651.279635 client 0x15e008e00 IDENTIFY_TERMINFO kIC7=\033[2;7~
1765325651.279639 peer 0x15c95daa0 message 112
1765325651.279643 client 0x15e008e00 IDENTIFY_TERMINFO kich1=\033[2~
1765325651.279648 peer 0x15c95daa0 message 112
1765325651.279653 client 0x15e008e00 IDENTIFY_TERMINFO kind=\033[1;2B
1765325651.279657 peer 0x15c95daa0 message 112
1765325651.279661 client 0x15e008e00 IDENTIFY_TERMINFO kLFT=\033[1;2D
1765325651.279666 peer 0x15c95daa0 message 112
1765325651.279670 client 0x15e008e00 IDENTIFY_TERMINFO kLFT3=\033[1;3D
1765325651.279674 peer 0x15c95daa0 message 112
1765325651.279678 client 0x15e008e00 IDENTIFY_TERMINFO kLFT4=\033[1;4D
1765325651.279682 peer 0x15c95daa0 message 112
1765325651.279687 client 0x15e008e00 IDENTIFY_TERMINFO kLFT5=\033[1;5D
1765325651.279692 peer 0x15c95daa0 message 112
1765325651.279697 client 0x15e008e00 IDENTIFY_TERMINFO kLFT6=\033[1;6D
1765325651.279702 peer 0x15c95daa0 message 112
1765325651.279707 client 0x15e008e00 IDENTIFY_TERMINFO kLFT7=\033[1;7D
1765325651.279720 peer 0x15c95daa0 message 112
1765325651.279726 client 0x15e008e00 IDENTIFY_TERMINFO kmous=\033[<
1765325651.279731 peer 0x15c95daa0 message 112
1765325651.279735 client 0x15e008e00 IDENTIFY_TERMINFO knp=\033[6~
1765325651.279739 peer 0x15c95daa0 message 112
1765325651.279743 client 0x15e008e00 IDENTIFY_TERMINFO kNXT=\033[6;2~
1765325651.279747 peer 0x15c95daa0 message 112
1765325651.279751 client 0x15e008e00 IDENTIFY_TERMINFO kNXT3=\033[6;3~
1765325651.279756 peer 0x15c95daa0 message 112
1765325651.279761 client 0x15e008e00 IDENTIFY_TERMINFO kNXT4=\033[6;4~
1765325651.279765 peer 0x15c95daa0 message 112
1765325651.279769 client 0x15e008e00 IDENTIFY_TERMINFO kNXT5=\033[6;5~
1765325651.279773 peer 0x15c95daa0 message 112
1765325651.279778 client 0x15e008e00 IDENTIFY_TERMINFO kNXT6=\033[6;6~
1765325651.279782 peer 0x15c95daa0 message 112
1765325651.279786 client 0x15e008e00 IDENTIFY_TERMINFO kNXT7=\033[6;7~
1765325651.279791 peer 0x15c95daa0 message 112
1765325651.279795 client 0x15e008e00 IDENTIFY_TERMINFO kpp=\033[5~
1765325651.279799 peer 0x15c95daa0 message 112
1765325651.279803 client 0x15e008e00 IDENTIFY_TERMINFO kPRV=\033[5;2~
1765325651.279807 peer 0x15c95daa0 message 112
1765325651.279811 client 0x15e008e00 IDENTIFY_TERMINFO kPRV3=\033[5;3~
1765325651.279815 peer 0x15c95daa0 message 112
1765325651.279819 client 0x15e008e00 IDENTIFY_TERMINFO kPRV4=\033[5;4~
1765325651.279823 peer 0x15c95daa0 message 112
1765325651.279827 client 0x15e008e00 IDENTIFY_TERMINFO kPRV5=\033[5;5~
1765325651.279831 peer 0x15c95daa0 message 112
1765325651.279835 client 0x15e008e00 IDENTIFY_TERMINFO kPRV6=\033[5;6~
1765325651.279839 peer 0x15c95daa0 message 112
1765325651.279843 client 0x15e008e00 IDENTIFY_TERMINFO kPRV7=\033[5;7~
1765325651.279847 peer 0x15c95daa0 message 112
1765325651.279851 client 0x15e008e00 IDENTIFY_TERMINFO kri=\033[1;2A
1765325651.279855 peer 0x15c95daa0 message 112
1765325651.279860 client 0x15e008e00 IDENTIFY_TERMINFO kRIT=\033[1;2C
1765325651.279864 peer 0x15c95daa0 message 112
1765325651.279869 client 0x15e008e00 IDENTIFY_TERMINFO kRIT3=\033[1;3C
1765325651.279874 peer 0x15c95daa0 message 112
1765325651.279879 client 0x15e008e00 IDENTIFY_TERMINFO kRIT4=\033[1;4C
1765325651.279884 peer 0x15c95daa0 message 112
1765325651.279889 client 0x15e008e00 IDENTIFY_TERMINFO kRIT5=\033[1;5C
1765325651.279893 peer 0x15c95daa0 message 112
1765325651.279898 client 0x15e008e00 IDENTIFY_TERMINFO kRIT6=\033[1;6C
1765325651.279902 peer 0x15c95daa0 message 112
1765325651.279906 client 0x15e008e00 IDENTIFY_TERMINFO kRIT7=\033[1;7C
1765325651.279910 peer 0x15c95daa0 message 112
1765325651.279915 client 0x15e008e00 IDENTIFY_TERMINFO kUP=\033[1;2A
1765325651.279919 peer 0x15c95daa0 message 112
1765325651.279924 client 0x15e008e00 IDENTIFY_TERMINFO kUP3=\033[1;3A
1765325651.279928 peer 0x15c95daa0 message 112
1765325651.279933 client 0x15e008e00 IDENTIFY_TERMINFO kUP4=\033[1;4A
1765325651.279937 peer 0x15c95daa0 message 112
1765325651.279941 client 0x15e008e00 IDENTIFY_TERMINFO kUP5=\033[1;5A
1765325651.279945 peer 0x15c95daa0 message 112
1765325651.279949 client 0x15e008e00 IDENTIFY_TERMINFO kUP6=\033[1;6A
1765325651.279953 peer 0x15c95daa0 message 112
1765325651.279957 client 0x15e008e00 IDENTIFY_TERMINFO kUP7=\033[1;7A
1765325651.279961 peer 0x15c95daa0 message 112
1765325651.279966 client 0x15e008e00 IDENTIFY_TERMINFO Ms=\033]52;%p1%s;%p2%s\a
1765325651.279970 peer 0x15c95daa0 message 112
1765325651.279974 client 0x15e008e00 IDENTIFY_TERMINFO op=\033[39;49m
1765325651.279978 peer 0x15c95daa0 message 112
1765325651.279982 client 0x15e008e00 IDENTIFY_TERMINFO rev=\033[7m
1765325651.279986 peer 0x15c95daa0 message 112
1765325651.279990 client 0x15e008e00 IDENTIFY_TERMINFO ri=\033M
1765325651.279994 peer 0x15c95daa0 message 112
1765325651.279999 client 0x15e008e00 IDENTIFY_TERMINFO rin=\033[%p1%dT
1765325651.280002 peer 0x15c95daa0 message 112
1765325651.280007 client 0x15e008e00 IDENTIFY_TERMINFO rmacs=\033(B
1765325651.280011 peer 0x15c95daa0 message 112
1765325651.280015 client 0x15e008e00 IDENTIFY_TERMINFO rmcup=\033[?1049l\033[23;0;0t
1765325651.280027 peer 0x15c95daa0 message 112
1765325651.280031 client 0x15e008e00 IDENTIFY_TERMINFO rmkx=\033[?1l\033>
1765325651.280035 peer 0x15c95daa0 message 112
1765325651.280040 client 0x15e008e00 IDENTIFY_TERMINFO Se=\033[2 q
1765325651.280044 peer 0x15c95daa0 message 112
1765325651.280050 client 0x15e008e00 IDENTIFY_TERMINFO setab=\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1765325651.280055 peer 0x15c95daa0 message 112
1765325651.280061 client 0x15e008e00 IDENTIFY_TERMINFO setaf=\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1765325651.280066 peer 0x15c95daa0 message 112
1765325651.280071 client 0x15e008e00 IDENTIFY_TERMINFO sgr0=\033(B\033[m
1765325651.280076 peer 0x15c95daa0 message 112
1765325651.280082 client 0x15e008e00 IDENTIFY_TERMINFO sitm=\033[3m
1765325651.280086 peer 0x15c95daa0 message 112
1765325651.280090 client 0x15e008e00 IDENTIFY_TERMINFO smacs=\033(0
1765325651.280095 peer 0x15c95daa0 message 112
1765325651.280100 client 0x15e008e00 IDENTIFY_TERMINFO smcup=\033[?1049h\033[22;0;0t
1765325651.280104 peer 0x15c95daa0 message 112
1765325651.280108 client 0x15e008e00 IDENTIFY_TERMINFO smkx=\033[?1h\033=
1765325651.280113 peer 0x15c95daa0 message 112
1765325651.280117 client 0x15e008e00 IDENTIFY_TERMINFO smso=\033[7m
1765325651.280120 peer 0x15c95daa0 message 112
1765325651.280124 client 0x15e008e00 IDENTIFY_TERMINFO smul=\033[4m
1765325651.280128 peer 0x15c95daa0 message 112
1765325651.280132 client 0x15e008e00 IDENTIFY_TERMINFO smxx=\033[9m
1765325651.280136 peer 0x15c95daa0 message 112
1765325651.280140 client 0x15e008e00 IDENTIFY_TERMINFO Ss=\033[%p1%d q
1765325651.280144 peer 0x15c95daa0 message 112
1765325651.280148 client 0x15e008e00 IDENTIFY_TERMINFO vpa=\033[%i%p1%dd
1765325651.280152 peer 0x15c95daa0 message 112
1765325651.280156 client 0x15e008e00 IDENTIFY_TERMINFO XT=1
1765325651.280161 cmdq_next <global>: enter
1765325651.280165 cmdq_next <global>: [bind-key/0x15c9042f0] (0), flags 0
1765325651.280170 cmd_find_best_session: 0 sessions to try
1765325651.280174 cmd_find_current_client: no target, return 0x0
1765325651.280178 cmd_find_best_session: 0 sessions to try
1765325651.280183 cmd_find_current_client: no target, return 0x0
1765325651.280188 cmd_find_best_session: 0 sessions to try
1765325651.280192 cmd_find_best_session: 0 sessions to try
1765325651.280199 key_bindings_add: 0x200000000062 C-b = send-prefix
1765325651.280203 cmd_find_best_session: 0 sessions to try
1765325651.280208 cmdq_next <global>: [bind-key/0x15c904bd0] (0), flags 0
1765325651.280212 cmd_find_best_session: 0 sessions to try
1765325651.280216 cmd_find_current_client: no target, return 0x0
1765325651.280220 cmd_find_best_session: 0 sessions to try
1765325651.280223 cmd_find_current_client: no target, return 0x0
1765325651.280229 cmd_find_best_session: 0 sessions to try
1765325651.280234 cmd_find_best_session: 0 sessions to try
1765325651.280240 key_bindings_add: 0x20000000006f C-o = rotate-window
1765325651.280245 cmd_find_best_session: 0 sessions to try
1765325651.280251 cmdq_next <global>: [bind-key/0x15c904fa0] (0), flags 0
1765325651.280256 cmd_find_best_session: 0 sessions to try
1765325651.280261 cmd_find_current_client: no target, return 0x0
1765325651.280265 cmd_find_best_session: 0 sessions to try
1765325651.280269 cmd_find_current_client: no target, return 0x0
1765325651.280273 cmd_find_best_session: 0 sessions to try
1765325651.280278 cmd_find_best_session: 0 sessions to try
1765325651.280283 key_bindings_add: 0x20000000007a C-z = suspend-client
1765325651.280287 cmd_find_best_session: 0 sessions to try
1765325651.280292 cmdq_next <global>: [bind-key/0x15c905390] (0), flags 0
1765325651.280296 cmd_find_best_session: 0 sessions to try
1765325651.280300 cmd_find_current_client: no target, return 0x0
1765325651.280304 cmd_find_best_session: 0 sessions to try
1765325651.280308 cmd_find_current_client: no target, return 0x0
1765325651.280312 cmd_find_best_session: 0 sessions to try
1765325651.280316 cmd_find_best_session: 0 sessions to try
1765325651.280321 key_bindings_add: 0x20 Space = next-layout
1765325651.280332 cmd_find_best_session: 0 sessions to try
1765325651.280337 cmdq_next <global>: [bind-key/0x15c905720] (0), flags 0
1765325651.280341 cmd_find_best_session: 0 sessions to try
1765325651.280345 cmd_find_current_client: no target, return 0x0
1765325651.280349 cmd_find_best_session: 0 sessions to try
1765325651.280353 cmd_find_current_client: no target, return 0x0
1765325651.280358 cmd_find_best_session: 0 sessions to try
1765325651.280361 cmd_find_best_session: 0 sessions to try
1765325651.280367 key_bindings_add: 0x21 ! = break-pane
1765325651.280371 cmd_find_best_session: 0 sessions to try
1765325651.280376 cmdq_next <global>: [bind-key/0x15c905ac0] (0), flags 0
1765325651.280380 cmd_find_best_session: 0 sessions to try
1765325651.280384 cmd_find_current_client: no target, return 0x0
1765325651.280388 cmd_find_best_session: 0 sessions to try
1765325651.280392 cmd_find_current_client: no target, return 0x0
1765325651.280396 cmd_find_best_session: 0 sessions to try
1765325651.280400 cmd_find_best_session: 0 sessions to try
1765325651.280405 key_bindings_add: 0x22 " = split-window
1765325651.280409 cmd_find_best_session: 0 sessions to try
1765325651.280416 cmdq_next <global>: [bind-key/0x15c905ed0] (0), flags 0
1765325651.280421 cmd_find_best_session: 0 sessions to try
1765325651.280426 cmd_find_current_client: no target, return 0x0
1765325651.280431 cmd_find_best_session: 0 sessions to try
1765325651.280435 cmd_find_current_client: no target, return 0x0
1765325651.280440 cmd_find_best_session: 0 sessions to try
1765325651.280445 cmd_find_best_session: 0 sessions to try
1765325651.280450 key_bindings_add: 0x23 # = list-buffers
1765325651.280454 cmd_find_best_session: 0 sessions to try
1765325651.280459 cmdq_next <global>: [bind-key/0x15c9066a0] (0), flags 0
1765325651.280463 cmd_find_best_session: 0 sessions to try
1765325651.280467 cmd_find_current_client: no target, return 0x0
1765325651.280471 cmd_find_best_session: 0 sessions to try
1765325651.280475 cmd_find_current_client: no target, return 0x0
1765325651.280479 cmd_find_best_session: 0 sessions to try
1765325651.280483 cmd_find_best_session: 0 sessions to try
1765325651.280491 key_bindings_add: 0x24 $ = command-prompt -I "#S" { rename-session "%%" }
1765325651.280495 cmd_find_best_session: 0 sessions to try
1765325651.280499 cmdq_next <global>: [bind-key/0x15c906310] (0), flags 0
1765325651.280503 cmd_find_best_session: 0 sessions to try
1765325651.280507 cmd_find_current_client: no target, return 0x0
1765325651.280511 cmd_find_best_session: 0 sessions to try
1765325651.280515 cmd_find_current_client: no target, return 0x0
1765325651.280519 cmd_find_best_session: 0 sessions to try
1765325651.280522 cmd_find_best_session: 0 sessions to try
1765325651.280527 key_bindings_add: 0x25 % = split-window -h
1765325651.280531 cmd_find_best_session: 0 sessions to try
1765325651.280536 cmdq_next <global>: [bind-key/0x15c906ad0] (0), flags 0
1765325651.280540 cmd_find_best_session: 0 sessions to try
1765325651.280544 cmd_find_current_client: no target, return 0x0
1765325651.280547 cmd_find_best_session: 0 sessions to try
1765325651.280551 cmd_find_current_client: no target, return 0x0
1765325651.280555 cmd_find_best_session: 0 sessions to try
1765325651.280559 cmd_find_best_session: 0 sessions to try
1765325651.280566 key_bindings_add: 0x26 & = confirm-before -p "kill-window #W? (y/n)" kill-window
1765325651.280570 cmd_find_best_session: 0 sessions to try
1765325651.280574 cmdq_next <global>: [bind-key/0x15c906f60] (0), flags 0
1765325651.280578 cmd_find_best_session: 0 sessions to try
1765325651.280582 cmd_find_current_client: no target, return 0x0
1765325651.280586 cmd_find_best_session: 0 sessions to try
1765325651.280591 cmd_find_current_client: no target, return 0x0
1765325651.280596 cmd_find_best_session: 0 sessions to try
1765325651.280600 cmd_find_best_session: 0 sessions to try
1765325651.280610 key_bindings_add: 0x27 ' = command-prompt -T window-target -p index { select-window -t ":%%" }
1765325651.280616 cmd_find_best_session: 0 sessions to try
1765325651.280630 cmdq_next <global>: [bind-key/0x15c907700] (0), flags 0
1765325651.280635 cmd_find_best_session: 0 sessions to try
1765325651.280639 cmd_find_current_client: no target, return 0x0
1765325651.280643 cmd_find_best_session: 0 sessions to try
1765325651.280647 cmd_find_current_client: no target, return 0x0
1765325651.280652 cmd_find_best_session: 0 sessions to try
1765325651.280656 cmd_find_best_session: 0 sessions to try
1765325651.280661 key_bindings_add: 0x28 ( = switch-client -p
1765325651.280665 cmd_find_best_session: 0 sessions to try
1765325651.280670 cmdq_next <global>: [bind-key/0x15c907ce0] (0), flags 0
1765325651.280675 cmd_find_best_session: 0 sessions to try
1765325651.280679 cmd_find_current_client: no target, return 0x0
1765325651.280683 cmd_find_best_session: 0 sessions to try
1765325651.280687 cmd_find_current_client: no target, return 0x0
1765325651.280691 cmd_find_best_session: 0 sessions to try
1765325651.280696 cmd_find_best_session: 0 sessions to try
1765325651.280701 key_bindings_add: 0x29 ) = switch-client -n
1765325651.280706 cmd_find_best_session: 0 sessions to try
1765325651.280712 cmdq_next <global>: [bind-key/0x15c908410] (0), flags 0
1765325651.280716 cmd_find_best_session: 0 sessions to try
1765325651.280720 cmd_find_current_client: no target, return 0x0
1765325651.280724 cmd_find_best_session: 0 sessions to try
1765325651.280728 cmd_find_current_client: no target, return 0x0
1765325651.280732 cmd_find_best_session: 0 sessions to try
1765325651.280737 cmd_find_best_session: 0 sessions to try
1765325651.280743 key_bindings_add: 0x2c , = command-prompt -I "#W" { rename-window "%%" }
1765325651.280747 cmd_find_best_session: 0 sessions to try
1765325651.280752 cmdq_next <global>: [bind-key/0x15c908610] (0), flags 0
1765325651.280756 cmd_find_best_session: 0 sessions to try
1765325651.280760 cmd_find_current_client: no target, return 0x0
1765325651.280764 cmd_find_best_session: 0 sessions to try
1765325651.280768 cmd_find_current_client: no target, return 0x0
1765325651.280772 cmd_find_best_session: 0 sessions to try
1765325651.280776 cmd_find_best_session: 0 sessions to try
1765325651.280781 key_bindings_add: 0x2d - = delete-buffer
1765325651.280787 cmd_find_best_session: 0 sessions to try
1765325651.280793 cmdq_next <global>: [bind-key/0x15c908b40] (0), flags 0
1765325651.280799 cmd_find_best_session: 0 sessions to try
1765325651.280805 cmd_find_current_client: no target, return 0x0
1765325651.280810 cmd_find_best_session: 0 sessions to try
1765325651.280814 cmd_find_current_client: no target, return 0x0
1765325651.280819 cmd_find_best_session: 0 sessions to try
1765325651.280823 cmd_find_best_session: 0 sessions to try
1765325651.280830 key_bindings_add: 0x2e . = command-prompt -T target { move-window -t "%%" }
1765325651.280834 cmd_find_best_session: 0 sessions to try
1765325651.280839 cmdq_next <global>: [bind-key/0x15c908f60] (0), flags 0
1765325651.280844 cmd_find_best_session: 0 sessions to try
1765325651.280848 cmd_find_current_client: no target, return 0x0
1765325651.280852 cmd_find_best_session: 0 sessions to try
1765325651.280856 cmd_find_current_client: no target, return 0x0
1765325651.280860 cmd_find_best_session: 0 sessions to try
1765325651.280865 cmd_find_best_session: 0 sessions to try
1765325651.280873 key_bindings_add: 0x2f / = command-prompt -k -p key { list-keys -1N "%%" }
1765325651.280877 cmd_find_best_session: 0 sessions to try
1765325651.280882 cmdq_next <global>: [bind-key/0x15c9096b0] (0), flags 0
1765325651.280887 cmd_find_best_session: 0 sessions to try
1765325651.280891 cmd_find_current_client: no target, return 0x0
1765325651.280894 cmd_find_best_session: 0 sessions to try
1765325651.280898 cmd_find_current_client: no target, return 0x0
1765325651.280902 cmd_find_best_session: 0 sessions to try
1765325651.280906 cmd_find_best_session: 0 sessions to try
1765325651.280912 key_bindings_add: 0x30 0 = select-window -t :=0
1765325651.280916 cmd_find_best_session: 0 sessions to try
1765325651.280921 cmdq_next <global>: [bind-key/0x15c909950] (0), flags 0
1765325651.280932 cmd_find_best_session: 0 sessions to try
1765325651.280936 cmd_find_current_client: no target, return 0x0
1765325651.280940 cmd_find_best_session: 0 sessions to try
1765325651.280944 cmd_find_current_client: no target, return 0x0
1765325651.280948 cmd_find_best_session: 0 sessions to try
1765325651.280951 cmd_find_best_session: 0 sessions to try
1765325651.280957 key_bindings_add: 0x31 1 = select-window -t :=1
1765325651.280961 cmd_find_best_session: 0 sessions to try
1765325651.280965 cmdq_next <global>: [bind-key/0x15c909f90] (0), flags 0
1765325651.280970 cmd_find_best_session: 0 sessions to try
1765325651.280975 cmd_find_current_client: no target, return 0x0
1765325651.280981 cmd_find_best_session: 0 sessions to try
1765325651.280986 cmd_find_current_client: no target, return 0x0
1765325651.280991 cmd_find_best_session: 0 sessions to try
1765325651.280996 cmd_find_best_session: 0 sessions to try
1765325651.281003 key_bindings_add: 0x32 2 = select-window -t :=2
1765325651.281007 cmd_find_best_session: 0 sessions to try
1765325651.281012 cmdq_next <global>: [bind-key/0x15c90a3d0] (0), flags 0
1765325651.281016 cmd_find_best_session: 0 sessions to try
1765325651.281020 cmd_find_current_client: no target, return 0x0
1765325651.281025 cmd_find_best_session: 0 sessions to try
1765325651.281029 cmd_find_current_client: no target, return 0x0
1765325651.281033 cmd_find_best_session: 0 sessions to try
1765325651.281037 cmd_find_best_session: 0 sessions to try
1765325651.281042 key_bindings_add: 0x33 3 = select-window -t :=3
1765325651.281046 cmd_find_best_session: 0 sessions to try
1765325651.281051 cmdq_next <global>: [bind-key/0x15c90a670] (0), flags 0
1765325651.281055 cmd_find_best_session: 0 sessions to try
1765325651.281059 cmd_find_current_client: no target, return 0x0
1765325651.281063 cmd_find_best_session: 0 sessions to try
1765325651.281068 cmd_find_current_client: no target, return 0x0
1765325651.281072 cmd_find_best_session: 0 sessions to try
1765325651.281076 cmd_find_best_session: 0 sessions to try
1765325651.281081 key_bindings_add: 0x34 4 = select-window -t :=4
1765325651.281085 cmd_find_best_session: 0 sessions to try
1765325651.281090 cmdq_next <global>: [bind-key/0x15c90ad60] (0), flags 0
1765325651.281095 cmd_find_best_session: 0 sessions to try
1765325651.281100 cmd_find_current_client: no target, return 0x0
1765325651.281105 cmd_find_best_session: 0 sessions to try
1765325651.281109 cmd_find_current_client: no target, return 0x0
1765325651.281113 cmd_find_best_session: 0 sessions to try
1765325651.281117 cmd_find_best_session: 0 sessions to try
1765325651.281123 key_bindings_add: 0x35 5 = select-window -t :=5
